DateTime,Robot_X,Robot_Y,Robot_Angle,Ball_X,Ball_Y
09.02.2024 21:48:47,-0.249185,0.965971,-0.022985,0.00318885,1.46327
09.02.2024 21:48:47,-0.250174,0.965602,-0.0230122,0.00294424,1.46319
09.02.2024 21:48:47,-0.25061,0.966731,-0.0229627,0.00296111,1.46397
09.02.2024 21:48:47,-0.249198,0.966664,-0.0229815,0.00275805,1.46363
09.02.2024 21:48:47,-0.250538,0.965594,-0.0229441,0.00314739,1.46379
09.02.2024 21:48:47,-0.249451,0.968404,-0.0230101,0.00295361,1.46381
09.02.2024 21:48:47,-0.251829,0.978551,-0.0207394,0.0145778,1.46729
09.02.2024 21:48:47,-0.250192,0.978142,-0.0207852,0.0145828,1.4673
09.02.2024 21:48:47,-0.249537,0.978158,-0.0207394,0.0145778,1.46729
09.02.2024 21:48:47,-0.251489,0.978327,-0.0207591,0.0148275,1.46738
09.02.2024 21:48:47,-0.250207,0.978298,-0.020764,0.0147819,1.4673
09.02.2024 21:48:48,-0.22384,0.964183,0.00326699,0.00011696,1.46525
09.02.2024 21:48:48,-0.223608,0.964452,0.00326699,0.00011696,1.46525
09.02.2024 21:48:48,-0.224073,0.96432,0.00326699,0.00011696,1.46525
09.02.2024 21:48:48,-0.224926,0.965247,0.00326699,0.00011696,1.46525
09.02.2024 21:48:48,-0.224855,0.963689,0.0032444,0.000344672,1.46455
09.02.2024 21:48:48,-0.223816,0.963808,0.00321743,0.000100031,1.46447
09.02.2024 21:48:48,-0.232771,0.963923,-0.00469295,0.00101368,1.4651
09.02.2024 21:48:48,-0.232367,0.968185,-0.00471457,0.000814628,1.4651
09.02.2024 21:48:48,-0.231531,0.965891,-0.00476414,0.000797706,1.46432
09.02.2024 21:48:48,-0.232705,0.967487,-0.00468794,0.00105928,1.46518
09.02.2024 21:48:48,-0.231263,0.965477,-0.00471959,0.000769033,1.46502
09.02.2024 21:48:48,-0.231755,0.966603,-0.00473713,0.00104234,1.4644
09.02.2024 21:48:49,-0.223538,0.958242,0.00761263,-0.00521283,1.46962
09.02.2024 21:48:49,-0.224495,0.956704,0.00765842,-0.00521767,1.46961
09.02.2024 21:48:49,-0.225392,0.958482,0.00761263,-0.00521283,1.46962
09.02.2024 21:48:49,-0.226152,0.960204,0.00765842,-0.00521767,1.46961
09.02.2024 21:48:49,-0.225246,0.958568,0.00765842,-0.00521767,1.46961
09.02.2024 21:48:49,-0.217516,0.971626,0.0115951,0.00775609,1.4659
09.02.2024 21:48:49,-0.218666,0.973562,0.0115459,0.00773912,1.46512
09.02.2024 21:48:49,-0.218057,0.972478,0.0115178,0.00747085,1.46575
09.02.2024 21:48:49,-0.217149,0.972513,0.0115493,0.0077611,1.46591
09.02.2024 21:48:49,-0.216695,0.97265,0.011519,0.00749447,1.46504
09.02.2024 21:48:49,-0.218193,0.972717,0.0115686,0.00751142,1.46582
09.02.2024 21:48:49,-0.212265,0.964453,0.0184433,0.000274423,1.46708
09.02.2024 21:48:50,-0.210969,0.963898,0.0182296,0.000543693,1.46701
09.02.2024 21:48:50,-0.210221,0.963811,0.0184853,0.000247864,1.46628
09.02.2024 21:48:50,-0.210575,0.964728,0.0184891,0.000269465,1.46706
09.02.2024 21:48:50,-0.210051,0.964041,0.0184695,0.000519119,1.46716
09.02.2024 21:48:50,-0.210068,0.964633,0.0184329,0.000194217,1.46603
09.02.2024 21:48:50,-0.219169,0.962394,0.0118534,-0.00207102,1.46735
09.02.2024 21:48:50,-0.217911,0.962997,0.0118534,-0.00207102,1.46735
09.02.2024 21:48:50,-0.219631,0.96322,0.0118534,-0.00207102,1.46735
09.02.2024 21:48:50,-0.219144,0.960779,0.0118534,-0.00207102,1.46735
09.02.2024 21:48:50,-0.21686,0.960584,0.0118534,-0.00207102,1.46735
09.02.2024 21:48:50,-0.216809,0.961352,0.0118038,-0.00208805,1.46657
09.02.2024 21:48:50,-0.208762,0.959194,0.0168205,-0.00614597,1.46395
09.02.2024 21:48:50,-0.209694,0.958662,0.0167748,-0.00614087,1.46397
09.02.2024 21:48:51,-0.209323,0.959989,0.0168474,-0.00590135,1.46403
09.02.2024 21:48:51,-0.209424,0.962469,0.0167969,-0.00594175,1.46397
09.02.2024 21:48:51,-0.210174,0.961068,0.0167658,-0.00620845,1.46309
09.02.2024 21:48:51,-0.211741,0.962572,0.014729,-0.00410471,1.46429
09.02.2024 21:48:51,-0.212103,0.959058,0.0147748,-0.00410979,1.46427
09.02.2024 21:48:51,-0.212068,0.959628,0.0147479,-0.00435442,1.46419
09.02.2024 21:48:51,-0.212407,0.960734,0.0147664,-0.00416813,1.46402
09.02.2024 21:48:51,-0.210541,0.96157,0.0147004,-0.00436193,1.46403
09.02.2024 21:48:51,-0.211576,0.958793,0.0147462,-0.00436703,1.46402
09.02.2024 21:48:51,-0.208713,0.961149,0.0210775,-0.00180646,1.46756
09.02.2024 21:48:51,-0.208145,0.96136,0.0210775,-0.00180646,1.46756
09.02.2024 21:48:51,-0.209049,0.961762,0.0210775,-0.00180646,1.46756
09.02.2024 21:48:52,-0.208381,0.963009,0.0210317,-0.00180153,1.46757
09.02.2024 21:48:52,-0.209473,0.964324,0.0210085,-0.0015738,1.46687
09.02.2024 21:48:52,-0.209462,0.962642,0.0211035,-0.00156175,1.46764
09.02.2024 21:48:52,-0.209727,0.965919,0.0219473,0.000872425,1.46863
09.02.2024 21:48:52,-0.210555,0.965321,0.0219763,0.00115016,1.46861
09.02.2024 21:48:52,-0.208475,0.964846,0.0219047,0.000910315,1.46855
09.02.2024 21:48:52,-0.208466,0.966418,0.0219047,0.000910315,1.46855
09.02.2024 21:48:52,-0.208263,0.966448,0.0219047,0.000910315,1.46855
09.02.2024 21:48:52,-0.208006,0.964846,0.0219763,0.00115016,1.46861
09.02.2024 21:48:52,-0.201116,0.969083,0.02711,0.0052539,1.46672
09.02.2024 21:48:52,-0.201774,0.970805,0.0270643,0.00525888,1.46674
09.02.2024 21:48:52,-0.201151,0.969576,0.0271117,0.00526651,1.4669
09.02.2024 21:48:53,-0.200551,0.969432,0.0270643,0.00525888,1.46674
09.02.2024 21:48:53,-0.199801,0.969444,0.0271051,0.0052083,1.46664
09.02.2024 21:48:53,-0.204383,0.967703,0.0267585,0.00451035,1.47033
09.02.2024 21:48:53,-0.203662,0.968559,0.0266395,0.00425341,1.46948
09.02.2024 21:48:53,-0.204356,0.967529,0.0267143,0.00451529,1.47034
09.02.2024 21:48:53,-0.205691,0.968888,0.026711,0.0044933,1.46955
09.02.2024 21:48:53,-0.207145,0.967947,0.0267347,0.0042657,1.47025
09.02.2024 21:48:53,-0.207047,0.969538,0.0267143,0.00451529,1.47034
09.02.2024 21:48:53,-0.205319,0.968668,0.0264134,0.00352415,1.47061
09.02.2024 21:48:53,-0.205909,0.967064,0.0263676,0.00352895,1.47063
09.02.2024 21:48:53,-0.20564,0.966968,0.0263629,0.00348333,1.47055
09.02.2024 21:48:53,-0.205919,0.968194,0.0264134,0.00352415,1.47061
09.02.2024 21:48:54,-0.206609,0.966773,0.0264371,0.00376881,1.47069
09.02.2024 21:48:54,-0.204631,0.96648,0.0263929,0.00377373,1.47071
09.02.2024 21:48:54,-0.202388,0.985808,0.0327901,0.0227692,1.47367
09.02.2024 21:48:54,-0.202461,0.986837,0.0327795,0.0226242,1.47359
09.02.2024 21:48:54,-0.202639,0.985341,0.0327688,0.0230188,1.47377
09.02.2024 21:48:54,-0.202272,0.985455,0.0327458,0.0227865,1.47386
09.02.2024 21:48:54,-0.202157,0.985018,0.0328161,0.0230267,1.47393
09.02.2024 21:48:54,-0.20796,0.978394,0.0340897,0.0144155,1.48071
09.02.2024 21:48:54,-0.207736,0.97778,0.034111,0.0146604,1.48079
09.02.2024 21:48:54,-0.207861,0.978457,0.0340669,0.0141704,1.48063
09.02.2024 21:48:54,-0.208199,0.979597,0.0340669,0.0141704,1.48063
09.02.2024 21:48:54,-0.206422,0.978111,0.0340408,0.0143978,1.47993
09.02.2024 21:48:55,-0.206693,0.981079,0.0340626,0.0141248,1.48055
09.02.2024 21:48:55,-0.198775,0.986474,0.037821,0.0192889,1.4747
